CustomerID,ProductCategory,Price,Quantity,TransactionDate,Age,Gender,Location
CUST0132,Electronics,165.33,3,2024-07-07,31,Female,South
CUST0132,Groceries,150.66,4,2024-09-06,31,Female,South
CUST0132,Groceries,124.99,4,2024-06-03,31,Female,South
CUST0132,Electronics,359.6,2,2024-11-29,31,Female,South
CUST0742,Home & Kitchen,57.34,3,2024-06-26,48,Female,East
CUST0742,Groceries,163.54,4,2024-11-17,48,Female,East
CUST0742,Groceries,171.61,2,2024-09-01,48,Female,East
CUST0742,Clothing,132.51,3,2024-10-26,48,Female,East
CUST0742,Clothing,121.8,4,2024-03-18,48,Female,East
CUST0742,Electronics,553.94,3,2024-11-21,48,Female,East
CUST0742,Electronics,889.16,4,2024-04-21,48,Female,East
CUST0742,Books,76.09,4,2024-09-28,48,Female,East
CUST0742,Groceries,187.34,2,2024-11-24,48,Female,East
CUST0742,Electronics,909.87,3,2024-05-26,48,Female,East
CUST0742,Clothing,201.87,3,2024-01-03,48,Female,East
CUST0742,Home & Kitchen,485.6,3,2024-03-28,48,Female,East
CUST0742,Electronics,455.55,1,2024-05-21,48,Female,East
CUST0742,Books,37.34,3,2024-01-21,48,Female,East
CUST0742,Groceries,139.13,1,2024-09-03,48,Female,East
CUST0141,Clothing,36.18,4,2024-03-23,32,Female,West
CUST0141,Electronics,948.77,2,2024-07-31,32,Female,West
CUST0141,Books,67.45,3,2024-11-05,32,Female,West
CUST0141,Clothing,51.33,1,2024-05-12,32,Female,West
CUST0141,Groceries,36.09,2,2024-06-24,32,Female,West
CUST0141,Electronics,483.4,3,2024-07-09,32,Female,West
CUST0141,Electronics,590.89,2,2024-05-02,32,Female,West
CUST0141,Clothing,147.8,3,2024-11-06,32,Female,West
CUST0141,Clothing,104.98,3,2024-08-08,32,Female,West
CUST0141,Home & Kitchen,396.58,2,2024-06-06,32,Female,West
CUST0141,Clothing,124.05,2,2024-07-10,32,Female,West
CUST0141,Groceries,67.77,3,2024-09-11,32,Female,West
CUST0141,Groceries,91.7,4,2024-07-02,32,Female,West
CUST0141,Clothing,77.07,1,2024-04-21,32,Female,West
CUST0141,Clothing,42.37,3,2024-07-20,32,Female,West
CUST0141,Groceries,116.52,4,2024-10-29,32,Female,West
CUST0283,Home & Kitchen,110.21,1,2024-11-24,55,Female,South
CUST0283,Clothing,280.63,3,2024-12-15,55,Female,South
CUST0283,Electronics,167.41,1,2024-08-31,55,Female,South
CUST0283,Home & Kitchen,365.8,3,2024-07-18,55,Female,South
CUST0283,Home & Kitchen,129.03,1,2024-03-29,55,Female,South
CUST0283,Books,41.02,1,2024-04-21,55,Female,South
CUST0283,Electronics,184.88,1,2024-11-20,55,Female,South
CUST0283,Clothing,128.77,1,2024-10-17,55,Female,South
CUST0283,Clothing,177.89,2,2024-10-02,55,Female,South
CUST0283,Electronics,694.67,3,2024-09-30,55,Female,South
CUST0283,Clothing,27.89,3,2024-08-03,55,Female,South
CUST0893,Clothing,239.15,2,2024-09-19,55,Male,North
CUST0893,Electronics,375.64,3,2024-01-14,55,Male,North
CUST0893,Books,73.46,3,2024-12-22,55,Male,North
CUST0893,Home & Kitchen,410.19,2,2024-02-18,55,Male,North
CUST0893,Home & Kitchen,138.71,4,2024-01-29,55,Male,North
CUST0893,Electronics,718.79,4,2024-01-19,55,Male,North
CUST0893,Books,46.2,4,2024-12-28,55,Male,North
CUST0076,Books,70.76,4,2024-04-06,25,Male,West
CUST0076,Clothing,198.1,2,2024-05-28,25,Male,West
CUST0076,Groceries,92.84,1,2024-05-13,25,Male,West
CUST0076,Electronics,366.24,4,2024-12-10,25,Male,West
CUST0076,Books,98.09,4,2024-08-30,25,Male,West
CUST0076,Electronics,784.61,3,2024-08-02,25,Male,West
CUST0076,Home & Kitchen,209.15,3,2024-08-01,25,Male,West
CUST0076,Electronics,622.47,2,2024-02-15,25,Male,West
CUST0076,Clothing,85.95,2,2024-11-21,25,Male,West
CUST0584,Groceries,106.79,3,2024-02-09,33,Female,East
CUST0584,Electronics,873.39,4,2024-04-22,33,Female,East
CUST0584,Books,94.36,2,2024-02-25,33,Female,East
CUST0584,Home & Kitchen,220.27,3,2024-03-04,33,Female,East
CUST0366,Clothing,247.91,3,2024-11-03,44,Female,East
CUST0366,Clothing,115.81,1,2024-07-23,44,Female,East
CUST0366,Home & Kitchen,74.97,3,2024-12-14,44,Female,East
CUST0366,Electronics,444.76,4,2024-03-15,44,Female,East
CUST0366,Clothing,26.9,2,2024-01-14,44,Female,East
CUST0366,Home & Kitchen,146.42,1,2024-08-17,44,Female,East
CUST0366,Books,29.51,4,2024-08-15,44,Female,East
CUST0366,Books,25.25,3,2024-11-16,44,Female,East
CUST0366,Electronics,426.7,3,2024-12-14,44,Female,East
CUST0366,Clothing,113.68,3,2024-06-23,44,Female,East
CUST0366,Books,20.33,2,2024-03-02,44,Female,East
CUST0366,Groceries,19.59,1,2024-08-14,44,Female,East
CUST0366,Books,24.96,1,2024-07-20,44,Female,East
CUST0366,Clothing,293.55,3,2024-04-08,44,Female,East
CUST0366,Home & Kitchen,168.49,3,2024-10-11,44,Female,East
CUST0366,Clothing,116.16,4,2024-03-25,44,Female,East
CUST0611,Clothing,68.65,4,2024-05-03,44,Male,West
CUST0611,Clothing,121.71,4,2024-12-21,44,Male,West
CUST0611,Groceries,21.22,4,2024-11-02,44,Male,West
CUST0611,Books,34.99,2,2024-06-05,44,Male,West
CUST0611,Home & Kitchen,205.75,4,2024-02-27,44,Male,West
CUST0611,Clothing,147.08,2,2024-08-12,44,Male,West
CUST0611,Clothing,224.29,4,2024-08-17,44,Male,West
CUST0611,Clothing,178.48,2,2024-01-28,44,Male,West
CUST0611,Groceries,192.64,3,2024-08-15,44,Male,West
CUST0611,Clothing,238.22,3,2024-09-21,44,Male,West
CUST0611,Electronics,644.24,3,2024-05-10,44,Male,West
CUST0611,Electronics,271.87,3,2024-06-08,44,Male,West
CUST0611,Home & Kitchen,74.7,4,2024-04-15,44,Male,West
CUST0611,Groceries,63.33,1,2024-07-28,44,Male,West
CUST0611,Clothing,201.18,1,2024-06-11,44,Male,West
CUST0641,Books,85.56,2,2024-03-03,45,Female,South
CUST0641,Clothing,127.12,1,2024-06-10,45,Female,South
CUST0641,Books,56.43,2,2024-07-27,45,Female,South
CUST0641,Clothing,126.68,1,2024-05-22,45,Female,South
CUST0641,Clothing,247.87,3,2024-02-21,45,Female,South
CUST0641,Groceries,118.24,1,2024-06-07,45,Female,South
CUST0641,Electronics,277.93,4,2024-12-03,45,Female,South
CUST0641,Clothing,214.15,4,2024-12-15,45,Female,South
CUST0641,Home & Kitchen,493.19,2,2024-02-05,45,Female,South
CUST0065,Home & Kitchen,402.28,3,2024-03-02,21,Female,West
CUST0065,Electronics,878.19,2,2024-11-16,21,Female,West
CUST0065,Clothing,51.22,2,2024-04-03,21,Female,West
CUST0065,Electronics,389.52,3,2024-05-17,21,Female,West
CUST0065,Groceries,87.68,1,2024-07-23,21,Female,West
CUST0065,Books,78.5,3,2024-06-16,21,Female,West
CUST0065,Electronics,316.03,2,2024-08-25,21,Female,West
CUST0065,Electronics,771.18,3,2024-04-21,21,Female,West
CUST0065,Clothing,74.41,1,2024-03-16,21,Female,West
CUST0065,Electronics,616.85,4,2024-03-08,21,Female,West
CUST0065,Electronics,774.27,4,2024-05-19,21,Female,West
CUST0065,Clothing,78.87,4,2024-07-14,21,Female,West
CUST0065,Groceries,63.19,4,2024-01-21,21,Female,West
CUST0255,Home & Kitchen,337.42,3,2024-01-07,42,Male,West
CUST0255,Groceries,27.91,4,2024-08-01,42,Male,West
CUST0255,Books,77.87,3,2024-04-22,42,Male,West
CUST0255,Clothing,169.21,1,2024-05-01,42,Male,West
CUST0255,Clothing,253.29,3,2024-10-22,42,Male,West
CUST0255,Electronics,370.14,4,2024-05-08,42,Male,West
CUST0255,Clothing,28.48,1,2024-06-19,42,Male,West
CUST0255,Home & Kitchen,365.94,1,2024-01-21,42,Male,West
CUST0255,Groceries,36.85,3,2024-03-26,42,Male,West
CUST0143,Clothing,167.14,2,2024-01-14,43,Male,South
CUST0143,Home & Kitchen,110.02,4,2024-04-05,43,Male,South
CUST0143,Books,34.95,4,2024-11-20,43,Male,South
CUST0143,Groceries,54.39,1,2024-07-22,43,Male,South
CUST0143,Clothing,287.75,1,2024-10-06,43,Male,South
CUST0143,Clothing,176.9,1,2024-01-20,43,Male,South
CUST0143,Clothing,46.4,2,2024-12-22,43,Male,South
CUST0143,Books,26.67,4,2024-12-26,43,Male,South
CUST0143,Groceries,151.49,4,2024-04-13,43,Male,South
CUST0409,Home & Kitchen,113.14,1,2024-03-26,50,Male,East
CUST0409,Clothing,267.03,1,2024-04-18,50,Male,East
CUST0409,Home & Kitchen,204.86,2,2024-02-07,50,Male,East
CUST0409,Home & Kitchen,158.88,2,2024-01-29,50,Male,East
CUST0409,Groceries,60.22,4,2024-02-17,50,Male,East
CUST0409,Groceries,155.21,3,2024-10-01,50,Male,East
CUST0409,Electronics,393.08,2,2024-02-02,50,Male,East
CUST0409,Groceries,128.79,3,2024-08-14,50,Male,East
CUST0409,Clothing,95.94,1,2024-02-13,50,Male,East
CUST0409,Home & Kitchen,412.33,2,2024-07-22,50,Male,East
CUST0409,Electronics,880.92,1,2024-04-16,50,Male,East
CUST0409,Electronics,876.34,4,2024-05-21,50,Male,East
CUST0409,Books,48.95,2,2024-04-12,50,Male,East
CUST0129,Books,96.56,3,2024-03-02,52,Male,North
CUST0129,Home & Kitchen,285.4,4,2024-03-07,52,Male,North
CUST0129,Groceries,32.19,2,2024-12-01,52,Male,North
CUST0129,Home & Kitchen,101.86,1,2024-11-25,52,Male,North
CUST0129,Clothing,169.44,2,2024-11-15,52,Male,North
CUST0129,Electronics,408.14,3,2024-12-18,52,Male,North
CUST0129,Electronics,786.87,1,2024-02-18,52,Male,North
CUST0129,Electronics,822.25,3,2024-07-24,52,Male,North
CUST0269,Books,50.73,2,2024-08-17,49,Female,East
CUST0269,Clothing,251.3,1,2024-10-14,49,Female,East
CUST0269,Clothing,183.5,4,2024-06-03,49,Female,East
CUST0269,Clothing,192.61,3,2024-03-22,49,Female,East
CUST0269,Home & Kitchen,263.2,3,2024-09-27,49,Female,East
CUST0269,Groceries,61.81,2,2024-02-15,49,Female,East
CUST0269,Electronics,208.0,4,2024-09-26,49,Female,East
CUST0269,Home & Kitchen,323.56,2,2024-12-01,49,Female,East
CUST0269,Clothing,236.58,2,2024-05-11,49,Female,East
CUST0269,Clothing,164.2,3,2024-08-12,49,Female,East
CUST0269,Electronics,113.48,2,2024-08-11,49,Female,East
CUST0269,Home & Kitchen,337.98,4,2024-07-22,49,Female,East
CUST0269,Books,74.32,1,2024-03-11,49,Female,East
CUST0403,Books,29.68,2,2024-11-09,39,Male,West
CUST0403,Books,81.52,2,2024-08-25,39,Male,West
CUST0403,Electronics,822.05,4,2024-04-09,39,Male,West
CUST0403,Groceries,92.5,3,2024-05-31,39,Male,West
CUST0403,Electronics,458.79,1,2024-08-02,39,Male,West
CUST0403,Books,5.83,1,2024-08-17,39,Male,West
CUST0403,Electronics,739.92,2,2024-04-06,39,Male,West
CUST0403,Clothing,136.1,1,2024-10-24,39,Male,West
CUST0403,Clothing,289.3,4,2024-10-28,39,Male,West
CUST0403,Electronics,230.88,3,2024-01-03,39,Male,West
CUST0403,Books,45.12,4,2024-04-28,39,Male,West
CUST0403,Groceries,153.18,4,2024-11-23,39,Male,West
CUST0403,Books,42.01,3,2024-03-15,39,Male,West
CUST0403,Electronics,601.12,1,2024-03-10,39,Male,West
CUST0403,Groceries,71.8,3,2024-11-07,39,Male,West
CUST0199,Books,23.02,1,2024-03-05,29,Female,West
CUST0199,Groceries,101.63,4,2024-01-13,29,Female,West
CUST0199,Books,78.07,3,2024-10-22,29,Female,West
CUST0199,Home & Kitchen,306.15,1,2024-11-21,29,Female,West
CUST0199,Books,27.9,3,2024-12-18,29,Female,West
CUST0199,Clothing,146.78,3,2024-04-09,29,Female,West
CUST0199,Home & Kitchen,121.26,3,2024-09-30,29,Female,West
CUST0199,Books,20.47,3,2024-04-07,29,Female,West
CUST0199,Groceries,171.89,1,2024-03-15,29,Female,West
CUST0199,Electronics,501.24,3,2024-07-09,29,Female,West
CUST0199,Groceries,75.42,1,2024-08-19,29,Female,West
CUST0199,Clothing,159.5,2,2024-09-27,29,Female,West
CUST0680,Books,35.73,2,2024-08-29,29,Female,East
CUST0680,Groceries,32.11,3,2024-03-03,29,Female,East
CUST0680,Books,5.02,4,2024-12-07,29,Female,East
CUST0680,Groceries,124.03,3,2024-09-10,29,Female,East
CUST0680,Home & Kitchen,44.61,1,2024-09-23,29,Female,East
CUST0680,Clothing,142.53,3,2024-08-16,29,Female,East
CUST0680,Groceries,178.74,3,2024-03-09,29,Female,East
CUST0680,Groceries,128.34,1,2024-09-14,29,Female,East
CUST0680,Books,76.65,4,2024-08-19,29,Female,East
CUST0680,Electronics,810.39,4,2024-06-29,29,Female,East
CUST0680,Books,50.99,2,2024-12-28,29,Female,East
CUST0859,Home & Kitchen,325.77,1,2024-12-03,43,Male,East
CUST0859,Electronics,501.78,2,2024-10-14,43,Male,East
CUST0859,Electronics,633.84,3,2024-10-14,43,Male,East
CUST0859,Home & Kitchen,80.01,3,2024-03-28,43,Male,East
CUST0859,Books,15.09,1,2024-06-04,43,Male,East
CUST0859,Clothing,232.0,4,2024-04-30,43,Male,East
CUST0859,Electronics,230.03,1,2024-07-03,43,Male,East
CUST0859,Groceries,131.83,2,2024-12-19,43,Male,East
CUST0859,Books,26.69,2,2024-09-22,43,Male,East
CUST0859,Clothing,30.71,4,2024-08-01,43,Male,East
CUST0859,Home & Kitchen,58.48,3,2024-07-13,43,Male,East
CUST0552,Groceries,22.28,4,2024-06-12,30,Male,South
CUST0552,Books,98.49,1,2024-09-25,30,Male,South
CUST0552,Electronics,184.65,4,2024-07-02,30,Male,South
CUST0552,Clothing,44.36,3,2024-02-25,30,Male,South
CUST0552,Home & Kitchen,383.81,4,2024-11-26,30,Male,South
CUST0552,Groceries,151.63,4,2024-11-08,30,Male,South
CUST0552,Clothing,289.49,1,2024-08-17,30,Male,South
CUST0552,Electronics,458.62,1,2024-02-09,30,Male,South
CUST0552,Books,36.21,2,2024-05-11,30,Male,South
CUST0262,Groceries,80.57,1,2024-07-06,33,Male,East
CUST0262,Clothing,57.06,3,2024-04-26,33,Male,East
CUST0262,Clothing,220.13,1,2024-02-13,33,Male,East
CUST0262,Electronics,972.84,1,2024-01-19,33,Male,East
CUST0262,Electronics,574.35,1,2024-09-27,33,Male,East
CUST0262,Books,46.22,4,2024-07-23,33,Male,East
CUST0262,Home & Kitchen,364.67,1,2024-02-14,33,Male,East
CUST0262,Electronics,281.74,3,2024-09-30,33,Male,East
CUST0262,Home & Kitchen,436.24,4,2024-01-18,33,Male,East
CUST0262,Books,82.7,3,2024-12-08,33,Male,East
CUST0262,Clothing,192.74,2,2024-09-29,33,Male,East
CUST0262,Electronics,712.57,3,2024-10-10,33,Male,East
CUST0797,Books,66.38,1,2024-11-03,55,Male,North
CUST0797,Books,44.5,2,2024-01-19,55,Male,North
CUST0797,Electronics,993.49,4,2024-05-14,55,Male,North
CUST0797,Groceries,125.72,1,2024-01-26,55,Male,North
CUST0797,Groceries,131.59,2,2024-05-25,55,Male,North
CUST0797,Electronics,348.35,1,2024-04-19,55,Male,North
CUST0797,Clothing,65.25,3,2024-08-09,55,Male,North
CUST0797,Clothing,198.77,4,2024-05-23,55,Male,North
CUST0797,Groceries,118.42,1,2024-05-05,55,Male,North
CUST0797,Home & Kitchen,423.63,2,2024-07-09,55,Male,North
CUST0820,Books,30.27,1,2024-10-08,28,Female,East
CUST0820,Groceries,12.79,1,2024-04-11,28,Female,East
CUST0820,Clothing,255.15,1,2024-04-14,28,Female,East
CUST0820,Electronics,821.64,3,2024-07-12,28,Female,East
CUST0820,Books,26.88,1,2024-09-18,28,Female,East
CUST0820,Clothing,145.25,4,2024-12-02,28,Female,East
CUST0820,Home & Kitchen,267.73,1,2024-10-01,28,Female,East
CUST0820,Electronics,237.7,4,2024-11-07,28,Female,East
CUST0710,Home & Kitchen,89.78,2,2024-02-21,23,Male,South
CUST0710,Clothing,134.89,3,2024-05-20,23,Male,South
CUST0710,Clothing,168.78,1,2024-10-12,23,Male,South
CUST0710,Groceries,126.09,1,2024-07-02,23,Male,South
CUST0710,Home & Kitchen,395.97,4,2024-10-19,23,Male,South
CUST0710,Home & Kitchen,107.34,3,2024-05-11,23,Male,South
CUST0710,Clothing,79.62,3,2024-10-04,23,Male,South
CUST0710,Home & Kitchen,149.82,1,2024-11-08,23,Male,South
CUST0710,Clothing,74.47,3,2024-04-03,23,Male,South
CUST0942,Clothing,88.17,2,2024-08-19,47,Female,North
CUST0942,Clothing,115.87,2,2024-06-19,47,Female,North
CUST0942,Groceries,53.78,3,2024-12-07,47,Female,North
CUST0942,Home & Kitchen,373.1,1,2024-02-24,47,Female,North
CUST0942,Home & Kitchen,133.46,2,2024-09-28,47,Female,North
CUST0942,Home & Kitchen,248.21,3,2024-12-23,47,Female,North
CUST0942,Books,15.57,4,2024-05-18,47,Female,North
CUST0942,Groceries,49.94,3,2024-04-21,47,Female,North
CUST0942,Home & Kitchen,68.11,2,2024-09-22,47,Female,North
CUST0942,Books,91.58,3,2024-11-13,47,Female,North
CUST0942,Electronics,500.75,3,2024-09-26,47,Female,North
CUST0101,Clothing,246.99,1,2024-02-11,41,Male,West
CUST0101,Groceries,56.71,1,2024-10-05,41,Male,West
CUST0101,Groceries,109.13,2,2024-06-11,41,Male,West
CUST0101,Home & Kitchen,383.82,4,2024-01-14,41,Male,West
CUST0101,Books,36.04,3,2024-10-09,41,Male,West
CUST0101,Groceries,32.87,1,2024-09-01,41,Male,West
CUST0101,Electronics,890.16,2,2024-01-23,41,Male,West
CUST0101,Electronics,693.57,2,2024-12-15,41,Male,West
CUST0101,Clothing,80.4,2,2024-02-03,41,Male,West
CUST0101,Clothing,258.62,1,2024-02-25,41,Male,West
CUST0512,Home & Kitchen,398.96,1,2024-04-22,30,Female,South
CUST0512,Groceries,169.88,3,2024-12-15,30,Female,South
CUST0512,Home & Kitchen,289.3,4,2024-10-17,30,Female,South
CUST0512,Books,73.35,1,2024-05-11,30,Female,South
CUST0512,Electronics,888.15,2,2024-03-07,30,Female,South
CUST0512,Books,41.59,2,2024-09-08,30,Female,South
CUST0581,Books,95.76,1,2024-04-29,38,Male,South
CUST0581,Clothing,266.19,3,2024-06-08,38,Male,South
CUST0581,Groceries,110.13,3,2024-04-09,38,Male,South
CUST0581,Home & Kitchen,467.06,1,2024-12-21,38,Male,South
CUST0581,Books,53.7,3,2024-06-27,38,Male,South
CUST0581,Books,33.85,2,2024-03-15,38,Male,South
CUST0581,Clothing,125.21,3,2024-12-15,38,Male,South
CUST0581,Home & Kitchen,272.63,2,2024-06-28,38,Male,South
CUST0581,Electronics,809.17,2,2024-06-14,38,Male,South
CUST0581,Clothing,216.65,4,2024-06-25,38,Male,South
CUST0581,Clothing,204.54,2,2024-02-22,38,Male,South
CUST0581,Clothing,56.3,1,2024-05-11,38,Male,South
CUST0581,Clothing,256.81,1,2024-10-03,38,Male,South
CUST0581,Home & Kitchen,109.41,3,2024-09-27,38,Male,South
CUST0356,Home & Kitchen,178.24,1,2024-05-09,48,Male,North
CUST0356,Clothing,118.85,3,2024-11-22,48,Male,North
CUST0356,Groceries,86.93,2,2024-12-27,48,Male,North
CUST0356,Groceries,22.35,2,2024-03-09,48,Male,North
CUST0356,Clothing,296.81,3,2024-04-12,48,Male,North
CUST0356,Electronics,781.41,4,2024-03-10,48,Male,North
CUST0356,Books,17.35,4,2024-12-16,48,Male,North
CUST0356,Electronics,912.56,4,2024-06-01,48,Male,North
CUST0189,Home & Kitchen,235.67,1,2024-04-06,54,Male,North
CUST0189,Books,36.07,3,2024-06-01,54,Male,North
CUST0189,Books,22.28,4,2024-08-24,54,Male,North
CUST0189,Home & Kitchen,203.76,4,2024-11-16,54,Male,North
CUST0189,Groceries,119.52,4,2024-02-11,54,Male,North
CUST0189,Home & Kitchen,354.71,2,2024-07-18,54,Male,North
CUST0189,Clothing,105.09,2,2024-06-27,54,Male,North
CUST0189,Electronics,484.46,1,2024-03-20,54,Male,North
CUST0189,Groceries,186.1,1,2024-07-03,54,Male,North
CUST0118,Groceries,169.77,2,2024-08-19,50,Female,South
CUST0118,Clothing,107.89,3,2024-06-15,50,Female,South
CUST0118,Electronics,999.6,4,2024-08-08,50,Female,South
CUST0118,Electronics,413.95,3,2024-02-28,50,Female,South
CUST0118,Electronics,310.22,2,2024-05-23,50,Female,South
CUST0118,Electronics,285.58,3,2024-05-10,50,Female,South
CUST0118,Groceries,156.15,2,2024-05-11,50,Female,South
CUST0118,Books,5.92,1,2024-09-16,50,Female,South
CUST0118,Books,27.09,4,2024-12-21,50,Female,South
CUST0838,Books,48.84,3,2024-09-03,36,Male,East
CUST0838,Electronics,398.99,2,2024-03-03,36,Male,East
CUST0838,Groceries,21.24,4,2024-06-21,36,Male,East
CUST0838,Books,37.88,3,2024-02-12,36,Male,East
CUST0838,Books,40.62,1,2024-06-18,36,Male,East
CUST0838,Clothing,127.26,2,2024-03-24,36,Male,East
CUST0838,Clothing,223.3,3,2024-08-19,36,Male,East
CUST0838,Electronics,454.7,1,2024-08-05,36,Male,East
CUST0838,Books,24.43,3,2024-10-27,36,Male,East
CUST0838,Clothing,88.54,4,2024-01-24,36,Male,East
CUST0838,Electronics,488.44,4,2024-01-25,36,Male,East
CUST0838,Electronics,828.33,4,2024-02-13,36,Male,East
CUST0420,Books,67.64,3,2024-08-01,64,Female,North
CUST0420,Home & Kitchen,317.61,2,2024-01-19,64,Female,North
CUST0420,Electronics,810.19,1,2024-01-11,64,Female,North
CUST0420,Electronics,149.81,3,2024-01-27,64,Female,North
CUST0420,Home & Kitchen,71.16,4,2024-08-22,64,Female,North
CUST0420,Home & Kitchen,232.33,2,2024-04-20,64,Female,North
CUST0420,Groceries,68.25,1,2024-05-14,64,Female,North
CUST0420,Groceries,132.82,2,2024-05-22,64,Female,North
CUST0420,Clothing,170.61,3,2024-05-20,64,Female,North
CUST0420,Clothing,84.38,4,2024-08-27,64,Female,North
CUST0420,Groceries,179.52,4,2024-08-01,64,Female,North
CUST0420,Books,95.88,1,2024-07-08,64,Female,North
CUST0420,Home & Kitchen,58.16,1,2024-02-13,64,Female,North
CUST0420,Home & Kitchen,474.41,4,2024-04-01,64,Female,North
CUST0420,Electronics,911.48,4,2024-02-20,64,Female,North
CUST0420,Clothing,64.78,4,2024-08-07,64,Female,North
CUST0987,Electronics,673.0,3,2024-12-08,28,Female,West
CUST0987,Groceries,83.95,4,2024-02-17,28,Female,West
CUST0987,Books,52.24,4,2024-10-04,28,Female,West
CUST0987,Clothing,158.05,3,2024-12-02,28,Female,West
CUST0987,Groceries,29.94,3,2024-11-03,28,Female,West
CUST0987,Home & Kitchen,109.23,3,2024-07-20,28,Female,West
CUST0987,Clothing,111.64,3,2024-12-04,28,Female,West
CUST0987,Groceries,111.46,2,2024-02-01,28,Female,West
CUST0987,Groceries,109.42,2,2024-06-17,28,Female,West
CUST0987,Books,94.54,2,2024-10-20,28,Female,West
CUST0987,Groceries,160.12,1,2024-02-23,28,Female,West
CUST0987,Home & Kitchen,146.35,1,2024-01-16,28,Female,West
CUST0608,Books,54.25,3,2024-03-09,57,Male,South
CUST0608,Electronics,718.95,3,2024-11-18,57,Male,South
CUST0608,Electronics,773.41,1,2024-05-08,57,Male,South
CUST0608,Home & Kitchen,115.93,2,2024-07-26,57,Male,South
CUST0608,Electronics,580.63,4,2024-08-05,57,Male,South
CUST0608,Books,74.82,4,2024-08-27,57,Male,South
CUST0608,Clothing,141.18,1,2024-04-18,57,Male,South
CUST0608,Clothing,174.42,4,2024-02-18,57,Male,South
CUST0608,Books,62.94,4,2024-04-09,57,Male,South
CUST0608,Home & Kitchen,310.21,2,2024-02-13,57,Male,South
CUST0608,Home & Kitchen,486.01,2,2024-08-29,57,Male,South
CUST0608,Groceries,117.36,1,2024-03-15,57,Male,South
CUST0608,Electronics,266.43,3,2024-02-20,57,Male,South
CUST0982,Groceries,150.11,1,2024-03-27,18,Male,North
CUST0982,Books,45.76,2,2024-10-10,18,Male,North
CUST0982,Books,96.35,2,2024-06-29,18,Male,North
CUST0982,Groceries,27.19,3,2024-09-27,18,Male,North
CUST0982,Groceries,199.79,4,2024-08-31,18,Male,North
CUST0982,Electronics,885.93,1,2024-08-05,18,Male,North
CUST0982,Groceries,174.07,2,2024-08-09,18,Male,North
CUST0982,Electronics,956.42,4,2024-12-26,18,Male,North
CUST0982,Electronics,237.79,3,2024-10-19,18,Male,North
CUST0982,Books,13.55,1,2024-06-20,18,Male,North
CUST0982,Electronics,284.98,4,2024-03-08,18,Male,North
CUST0982,Home & Kitchen,122.13,4,2024-08-08,18,Male,North
CUST0982,Home & Kitchen,200.71,1,2024-12-21,18,Male,North
CUST0982,Clothing,233.15,1,2024-10-30,18,Male,North
CUST0982,Clothing,192.83,1,2024-04-28,18,Male,North
CUST0982,Electronics,350.84,2,2024-02-21,18,Male,North
CUST0982,Home & Kitchen,377.26,1,2024-11-19,18,Male,North
CUST0982,Books,46.56,3,2024-10-30,18,Male,North
CUST0829,Groceries,139.24,1,2024-07-18,57,Male,West
CUST0829,Books,5.31,2,2024-09-16,57,Male,West
